brand,sku,title,product_id,action,duplicate_of,candidate_source_url,url_confidence,image_url,notes
Akwa,LED4800BW,Akwa Ocean Max LED T4-800 Blue White 13.6W,15538249269321,NEEDS_IMAGE,,https://www.akwa.co.za/product/led-t4-800/,MED,,"Same page as LED4800W"
Akwa,LED41000W,Akwa Ocean Max LED T4-1000 White 16.5W,15538249302089,NEEDS_IMAGE,,https://www.akwa.co.za/product/led-t4-1000/,MED,,"URL inferred from led-t4-200 pattern"
Akwa,LED41000BW,Akwa Ocean Max LED T4-1000 Blue White 16.5W,15538249334857,NEEDS_IMAGE,,https://www.akwa.co.za/product/led-t4-1000/,MED,,"Same page as LED41000W"
Akwa,HTR0600,Akwa SunSun XRB-600W Heater,15538249597001,NEEDS_IMAGE,,https://www.akwa.co.za/product/sun-sun-heater-xrb-600-600w/,HIGH,,"Confirmed by search result title"
Akwa,HTR1000,Akwa SunSun XRB-1000W Heater,15538249629769,NEEDS_IMAGE,,https://www.akwa.co.za/product/sun-sun-heater-xrb-1000-1000w/,MED,,"URL inferred from XRB-600 pattern"
Akwa,APS0505,Akwa AC/DC Air Pump APQ-505 510L/H,15538249662537,NEEDS_IMAGE,,https://www.akwa.co.za/product/ac-dc-air-pump-apq-505-510l-h/,MED,,"URL inferred from JT-203S pattern"
Akwa,APS0510,Akwa AC/DC Air Pump APQ-510 1020L/H,15538249695305,NEEDS_IMAGE,,https://www.akwa.co.za/product/ac-dc-air-pump-apq-510-1020l-h/,MED,,"URL inferred from JT-203S pattern"
Akwa,APS0203,Akwa AC/DC Air Pump JT-203S 240L/H,15538249728073,NEEDS_IMAGE,,https://www.akwa.co.za/product/ac-dc-air-pump-jt-203s-240l-h/,HIGH,,"Confirmed by search result title"
Akwa,AFM0105,Akwa Ceramic Noodles 500ml,15538250022985,NEEDS_IMAGE,,https://www.akwa.co.za/products/?s=ceramic,LOW,,"Exact page not pinned - search akwa.co.za for ceramic ring/noodle media"
Akwa,AFM0106,Akwa Ceramic Noodles 1L,15538250055753,NEEDS_IMAGE,,https://www.akwa.co.za/products/?s=ceramic,LOW,,"Exact page not pinned - search akwa.co.za for ceramic ring/noodle media"
Akwa,AFM0110,Akwa Zeolite Ammonia Remover 500ml,15538250088521,NEEDS_IMAGE,,https://www.akwa.co.za/product/zeolite-ammonia-remover-500ml-bottle/,HIGH,,"Confirmed by search result title"
Akwa,AFM0111,Akwa Zeolite Ammonia Remover 1L,15538250121289,NEEDS_IMAGE,,https://www.akwa.co.za/product/zeolite-ammonia-remover-1lt-bottle/,HIGH,,"Confirmed by search result title"
Akwa,AQD8003,Akwa Dophin Mini Tank GT-8003 12L,15538250154057,NEEDS_IMAGE,,https://www.akwa.co.za/product/dophin-mini-tank-12l/,HIGH,,"Confirmed by search result title (DOPHIN MINI TANK - 12L)"
Akwa,AKW0060,Akwaria Oxygen Drops 50Ml,15544892915785,NEEDS_IMAGE,,https://www.akwa.co.za/product/akwaria-oxygen-drops-50ml/,HIGH,,"Confirmed; note brand spelled 'Akwaria' not 'Akwa'"
Akwa,(no SKU),Akwa Fullgain Flat LED,15547028111433,FLAG_DUPLICATE,FG0300-FG0304,,,,"No-SKU generic duplicate of the Fullgain line - merge, do not image"
Akwa,(no SKU),Akwa Ocean Max LED T4 200,15547028766793,FLAG_DUPLICATE,LED4200W/LED4200BW,,,,"No-SKU generic duplicate - merge, do not image"
Akwa,(no SKU),Akwa Ocean Max LED T4 300,15547028799561,FLAG_DUPLICATE,LED4300W/LED4300BW,,,,"No-SKU generic duplicate - merge, do not image"
Akwa,(no SKU),Akwa Ocean Max LED T4 400,15547028832329,FLAG_DUPLICATE,LED4400W/LED4400BW,,,,"No-SKU generic duplicate - merge, do not image"
Akwa,(no SKU),Akwa Ocean Max LED T4 500,15547028865097,FLAG_DUPLICATE,LED4500W/LED4500BW,,,,"No-SKU generic duplicate - merge, do not image"
Akwa,(no SKU),Akwa Ocean Max LED T4 600,15547028897865,FLAG_DUPLICATE,LED4600W/LED4600BW,,,,"No-SKU generic duplicate - merge, do not image"
Akwa,(no SKU),Akwa Ocean Max LED T4 800,15547028930633,FLAG_DUPLICATE,LED4800W/LED4800BW,,,,"No-SKU generic duplicate - merge, do not image"
Akwa,(no SKU),Akwa Ocean Max LED T4 1000,15547028963401,FLAG_DUPLICATE,LED41000W/LED41000BW,,,,"No-SKU generic duplicate - merge, do not image"
